feature_id,S039,S022,S044,S043,S020,S041,S010,S047,S003,S048,S055,S006,S053,S023,S059,S009,S060,S027,S052,S015,S042,S040,S031,S032,S024,S036,S016,S001,S030,S051,S012,S007,S004,S037,S050,S058,S057,S021,S038,S011,S002,S054,S035,S005,S045,S049,S033,S029,S046,S025,S019,S008,S034,S013,S014,S056,S018,S028,S017,S026
M030,3271.01145692476,348.16510960756335,3562.3330862830853,2792.3501233969646,472.1195855702629,3241.7085081922346,310.1298479706268,5130.590512112187,429.72567193149604,4115.978344298703,3107.6019320971864,431.08216469635994,,423.42577951310926,5501.621232346134,426.2111738862077,5880.498500170726,314.34986615265825,4683.799616134382,592.389979955831,3408.4857340901326,3286.7941914660723,3574.047782336367,4460.74041093677,676.9047967453471,,449.8955183954117,488.26260309009365,528.8512494356651,2217.0163254976965,771.2157117486227,365.3305592227271,605.5080817502844,4334.324603409812,,3544.5817628711266,3968.528069147238,428.13021276678387,5510.306053852194,512.461568876277,,4825.382111849262,4176.944645656512,330.7928946889779,2808.2869707016753,4165.281880859142,4219.3181897719105,369.40411187280023,6193.51846729752,330.10039494620054,307.6822274888825,,2587.085240281185,422.8094866254643,501.3736189560639,3863.103750482791,359.5055188259255,451.5605714549499,364.9968070739477,488.29621971954396
M031,2592.103915337211,539.9282477609933,,2729.0953063343422,,3108.3762982045737,455.9825623316727,4828.3587229837785,616.4271883182422,2693.4385654339276,3398.0478444129867,717.0619004285396,3770.3014009285434,465.20732951715115,3444.0254747507,643.4084690376019,,491.71176580866523,4047.5942654988166,700.480551445548,3261.517997176646,3211.6677017641164,3229.207205555059,3529.6505943227157,793.9201274431127,2593.784169880109,591.3638863126961,607.2187985653874,770.7310653308566,2131.6990189750245,770.9735304599219,451.4044732350304,532.2047108702567,2891.2040432850818,3497.4510953325394,3372.0517188388294,2774.4428051245604,534.8347874651134,3133.394011154991,548.5514574203812,526.983496687996,3655.992307986172,3553.0327885449287,502.5212043821757,2241.7042239846774,2838.7989039362005,2046.1325546853195,686.9660308926387,3443.9069524290417,614.3693842287021,612.9012793009412,552.9073469988764,2268.9129599689663,456.8995962346259,725.9117641035812,3391.1877683616017,584.7463794487044,555.2285094868914,469.1043483908047,446.69183445007945
M032,4393.197035152128,618.4104995386921,3598.776692448106,3656.1645267024687,804.8521503496331,3104.817041967687,722.4500687565384,4933.70098565067,,5239.238695906041,3416.3287659898024,869.5120259986483,,516.9235479766763,4532.488448750445,652.49325567992,4455.25169962139,658.8461485570231,4982.060835648219,1018.1225460548542,3743.2023992922454,3049.9532082907053,5078.680007953783,3972.0240816736123,1055.4522274712829,,463.20388224798023,,769.5917270542845,1956.4433842285373,730.0648821198008,735.5520165234078,,5423.699940810915,,5142.551775839785,4384.422150065923,668.1530452358411,5262.597165728103,688.9113535349522,,,3637.585144650533,680.4001933693401,3436.2036855457154,3839.682026417449,5124.142300547149,523.7060561831628,4724.571034506131,647.2752365311902,702.418186434318,1005.0359042074625,3676.1210063641443,,797.3045725523458,4039.3024194404325,807.0767888936143,526.053153595484,681.0219928182337,563.6911109417769
M033,2975.951308627454,,3472.24026255434,2204.966106782319,673.1430215323376,2241.1572792236775,338.96082120159014,,566.9113278737002,,2034.4224427580218,522.4886562501076,5881.80388341802,387.98215867369163,2458.0231379962725,351.9352448554861,3386.862253149547,495.6875177118741,4489.240175408018,781.8361240804843,,3104.9594871685667,3142.3628297281043,2813.186297202682,662.5703892316297,2244.055988286637,362.79719129823394,,529.5467248638561,1731.8604658259735,687.5742962484345,579.988487809165,475.4343099748271,3536.521138373368,3609.397826477588,4960.001881626509,4428.356952279654,505.7281031056655,4405.416549907862,569.9117157577248,467.66191929278483,3438.7589992193643,,295.88468908700867,2778.850989892929,,3598.2571348534207,,3022.7391557237124,448.33944544666826,560.0348076296906,755.4977194357149,2354.7384384523048,371.24106226775734,,3707.056944492893,463.81943620024873,363.5006838635638,586.6231442487525,451.9415750931358
M034,6196.710719591567,496.59196946537617,6962.220185072759,5546.618923025818,828.7748469854337,7164.377362563382,774.3160470737871,7382.608897266567,806.8377178234203,6759.423784463837,5822.79533659558,839.0381802761935,11432.580384547826,621.2652442408765,8614.254086700488,661.5893266419707,9115.219130905823,543.7791089165681,12226.147793286627,1134.9007837472036,6510.814687733177,6186.159386039982,6129.688801450239,7743.115010037433,1581.5800647587469,5205.5680979097515,544.0185650402797,667.5252732836947,801.6338873057805,4726.659286410196,1213.987133069141,694.223862540236,878.4595479233898,7891.065578014807,,7050.721970156693,7860.324295015246,748.9873861318149,8369.611349478433,995.396255035782,723.7031988207324,8657.166700398659,7368.719587398083,552.1919798645062,5962.79759133245,6783.462451045059,6392.829324037193,634.7239237842889,11102.16582171786,581.0002265292457,,,5250.3360157728885,671.4529111271039,,8672.637140377625,797.7780427971251,686.7272662634988,587.5403980117586,737.4735426118757
M035,2254.363282755975,322.6237263660486,5339.698023572972,3584.4501255172004,385.9978564587958,3181.188812521941,245.11854725283624,4201.1180555070805,371.5050845160597,5904.2425143002065,3471.419035006225,,7305.799300246931,265.40960820285284,4311.603203704691,276.9897943332678,3325.636897622406,287.68285660591334,9022.030202886706,464.8255300784789,2686.8903500573956,2859.346715267611,3346.4160426768117,4253.911384186906,560.4869567118002,2556.9915382062004,244.7898604039597,389.1869254134339,335.28889966574417,2304.3776565874937,512.8625966675966,322.6221256777138,526.7017091657426,3742.756523990168,6414.607583009019,3903.8416236488665,3836.039187298632,268.798909351457,4808.179468846709,318.4579991637994,416.9503881039511,5867.17547118368,3962.454034830791,241.65616688263088,2832.759468520233,3273.879560275485,3335.6110913908906,203.77502946562748,4618.134224828118,291.6998271517423,290.5043240659066,479.3078769525144,2657.035581872433,259.6159881780793,393.69316845019694,3763.284934350583,,301.2971344970554,,313.6242387105526
M036,3157.7286791054053,,4522.848823059445,2309.826288850374,494.7910205372625,3330.3723234881545,310.60837137371226,4676.884998172395,402.855899642861,4273.7740128362675,3052.982777321768,445.13019505472835,5568.350018208126,344.05116518351804,4744.914878337201,431.39363886899,4756.220135600827,348.5047034530555,7545.651794178962,637.6828547377964,2569.693573213979,3422.4669560503244,4786.060297376035,,711.214576228261,3356.1388558540716,298.9880475745578,533.136429959176,448.30835503674587,2428.4503143287575,669.7693059777856,382.2635194574343,504.4040023987839,5339.933251416482,5679.349143233622,5146.476083489344,6942.935284711345,306.6643773935785,5694.392998520798,527.2928850644047,419.529382882688,6663.452849973176,4936.756724422398,273.7601668334967,,4973.626819341509,4193.3914943056725,300.847431583352,4530.375591949805,341.8211404819666,374.66984141916816,413.9303995818178,3905.4572196315626,351.8901197055638,588.5390412282608,6692.071165798748,429.643094338817,376.73472164428983,276.0719638299045,534.4722484059981
M037,2129.835358764363,299.981162125163,2790.2661041316433,2013.57461697585,434.78028021183735,2376.3990776889837,323.4479103724393,3119.545094449876,414.0002005183918,2361.659547043934,2666.667786469187,461.9533265543712,4567.832710684326,372.9197383085093,,294.60364216441405,3055.9034571489665,349.53591893112014,3526.842741788382,427.57221514354296,3528.340866390276,2653.26498475886,3611.4345461145094,2334.760198476662,616.7320385687115,1892.149484375106,,314.1945568769475,400.0248056972016,1120.4673794538935,514.2096696890194,356.3573865579765,479.3656148465103,3128.6677117673366,4535.650477140082,2232.6219146075805,3361.5664666095504,447.42791748596323,3748.384547198229,,324.43207071595674,4072.1053104031707,2651.7549863152403,328.4698886894081,1830.2102383394072,3126.538897238795,2484.42355840624,260.8427763901157,3341.8840746082915,341.6029501520487,296.84715771670363,324.5420583207943,2472.864489176717,357.7817136469268,427.43852933518315,,417.6355611116835,289.7800286552168,311.87181842745855,366.3704169602207
M038,,419.0418686899772,7837.960257540117,5985.973259279591,677.0208246899356,4573.960824096426,,7081.754409101028,693.7737947878124,7931.354849459507,4942.695988154349,926.4501140557653,11144.350868590589,370.7920349739608,6237.322059693915,574.1864052806021,7352.057016897952,592.5175655114988,9394.009834926555,726.3853748862882,,5145.911791998804,6092.092634882063,6591.823023720338,1049.1479638087528,5304.121682288829,403.9510363713399,682.1902927433191,703.7994804651041,4058.1613205818635,909.5302930683196,600.6975680682095,717.9575583588431,6308.35515338711,13369.852273776933,6888.903630833034,7933.026996321018,,10267.049680797018,609.9835909092977,832.6379547226634,6610.501948793229,7925.864029502201,427.2698377096328,3131.706098658539,7350.389298132161,6021.024600438496,439.06502570610644,8192.620248007914,521.8324905168972,589.45014901992,750.7574889039372,4387.076161263596,547.3636340126603,805.2804107603325,7634.849816706964,784.869164098641,644.6822442724011,449.5573184338716,704.818607884282
M039,4103.123789989503,395.19662054296117,6713.16794132757,4078.3875927079166,571.4257124448161,3980.003907836987,408.98420450145187,,702.7245412651301,5335.013360616311,4188.820891123624,685.6250648704272,8427.359930880291,459.7480758895222,5307.655000969889,471.445374956067,7191.873528702059,433.6788186516235,9987.281960270217,591.2829226579595,3517.5925887833855,4382.852484198168,5222.813418194719,6703.024522342419,,4108.351822444066,454.33638366053594,657.106855190956,520.6253880235229,2756.340884345548,591.8871789304234,569.3292114308875,660.1107548274025,6722.088875714646,6010.693061317556,5583.864063526817,6631.829056700699,538.0958967419559,5416.84049769591,532.2350912596586,598.5042284910722,5408.480920336979,5359.710119927551,421.75331480265544,3211.3355916005416,5582.090776702206,5342.061403741668,482.77734024064017,6362.200552149278,439.0103235464672,547.29169797704,663.3991847447949,3701.687538065455,393.049040260774,921.4972619482684,6147.896924817012,542.0094335656203,532.3600353381806,484.5970957565644,650.6659602107356
M040,4489.209563413435,485.0299815933367,3579.840413842079,4561.668549696317,519.6700731836623,3607.670862334221,396.5322785972774,6271.34549848446,425.94705963017407,4109.478082319682,3800.055965994677,454.54324782445354,8288.301371030566,354.6881725726011,5157.5596545747185,,4860.190740283124,363.32189499109376,7438.461108538565,479.6951845401834,3702.8327686566813,3762.6178213473117,4442.238072263645,5366.536511796927,856.6366589799089,3289.8175906802057,293.78494162465654,528.6327418134767,495.9387467777286,2241.3199051628044,672.8261376873219,488.4178939311503,563.2588251712068,4770.899604294046,6619.178432149126,5875.788647847757,4565.003860474911,,6832.630921222566,,372.45218052120214,7965.530911279407,5396.773940840275,332.9387747063836,3861.0194594588343,4516.280830350002,5532.644875609286,344.8197653064478,6020.248538129972,451.5339278664429,445.54474501551164,602.0570100109404,3182.35912734444,371.0000502600427,602.9220137998443,5417.0706660675005,411.2283791142382,363.3326328413363,397.0153458972227,513.7108418181253
M041,3986.0901756267153,373.5118372494468,3618.502479101853,2576.6345426972903,822.7558830434033,4221.43037591846,345.4142727013402,4784.651216411099,396.14300051609706,5460.804904629449,1957.7550047083896,532.830532070034,4844.712934733413,416.04224710235246,4613.914607353459,504.8589926453866,5582.679620088632,464.9991977098614,7989.748448632105,597.2741977017259,3605.5654348926455,3834.6966054282098,4991.6372953819755,5292.942975636681,686.4056243159283,2762.549637717313,508.50241577641293,467.49744638095797,420.8494982564361,2446.0102007689775,714.4602810666192,406.89750802824244,520.1031871926764,5355.117456385301,5960.617673900114,3699.160376060708,,,4753.742277375229,425.68194558085384,,4835.225001092559,4764.926339594753,462.0169588668685,2301.366386212597,3385.9287977207023,3889.2218965524617,359.35928877427136,4589.606673647229,455.26912542440346,380.5469124605936,522.5852166894554,3229.4154860009403,544.7564501435951,736.9650287809792,4378.181482973356,648.5576404413579,373.0348489091743,325.3437236854474,525.0252089832105
M042,2727.2213116934536,404.8708588073703,5636.627818411168,3175.334720301919,592.0753996054883,2686.2818906539314,386.32476428583374,3400.0488387978753,469.904721314922,4502.642394858147,3596.1791830843194,625.4413075945065,5945.989206551988,475.72564826632043,4770.405904370955,395.0534609088947,3900.162302419454,444.13937007773933,5476.392363967954,614.713459966244,4108.1211129719295,3076.2234729582183,3925.8598932575233,3297.267410704639,981.6916407553846,,396.8798646032486,528.2671502308651,731.0540636728359,2041.5725846215473,583.033165666446,512.0765387009009,682.8636424872791,2702.5892451314344,4832.581181688125,4074.4628426575428,4311.358511118303,460.14578010455864,5249.6267568959565,486.02967239039214,548.3358087318261,5494.096324083658,5105.776747759847,321.471449347515,2772.95229958429,3046.2807667197826,3727.8673070214727,330.3964288385834,4139.436461558979,373.375989669331,399.56398368462146,608.3212282525194,2951.219820363992,477.1502944392012,561.7875618498439,3743.359195180351,418.3483810356901,386.93828026946323,338.58854692898154,391.92307494857033
M043,4612.534662694528,350.05936981811135,6265.795921000874,3484.5222854724348,657.5489315056498,5207.5047850567435,386.21747743213973,5882.62164645865,783.201691425441,6267.483851298958,4738.476336662597,549.2460692001571,9993.77828930029,321.2211093731283,6284.763183170261,481.63743721187984,6175.084506691182,525.0499357064587,9149.59671643249,700.6120672720353,3705.8251383095867,5045.9729443066435,,5780.404381869183,1000.4085897152164,5051.686410333168,332.812781949264,463.78360677657975,663.2978944117601,3314.3972774781664,843.8880152108079,422.24553216930855,712.996971556268,5621.559787448651,8879.175098267922,6983.4741802756835,7643.352920693215,,6008.827074745259,535.0647632067546,555.6832151585234,5942.657194782731,7657.735290499546,390.4824450160216,3908.5368536588667,6227.623379877216,5526.699490441668,365.3795793426524,6509.016204544755,385.27896868552244,351.9116192352262,720.8224956112036,3572.8938071775324,447.6492740346282,,6810.841929360053,537.7024720425986,601.1631459285202,,444.2715839540569
M044,3490.548484132683,607.951798819549,3330.1581387565125,2484.1268550747795,585.0384710818281,2440.288262866541,529.1181837322824,3640.9713832119774,622.621584052548,3952.653949477275,3079.952211618292,724.7912366865911,5303.525723217668,698.5279276558841,3249.395508722061,647.3397522754606,3192.853130361587,715.7363884588052,5784.862864868316,825.7180939780626,2531.808665516154,2742.001437109938,2558.8962825155613,3633.382773713043,754.1520208459204,2251.351164483024,574.9595713674024,679.526462368656,742.0070756338329,2109.4911976697463,723.9510683631613,736.4442773011311,818.9941529304671,3077.6795819906138,3790.069831977045,4290.378862112089,4350.977944997832,782.7771739863192,3723.567538852439,457.71495170984764,844.3913773899544,3168.4099259076174,3516.7801024841456,531.5776168307424,2652.7730851063698,3052.091453847122,,527.5042008947013,4652.790364145949,676.4840296026276,622.349035194039,798.0040889036609,2285.0549732766162,533.6169100284749,739.1372570675085,3760.921194812471,449.9612260024628,610.8907669238796,522.5824333919082,
M045,4753.018925232058,705.5805267770157,4975.447527793703,3762.4499448215024,1048.3060579324267,5327.402981008543,657.2453584636971,5790.045214798605,633.7875605933506,6719.23436850684,3632.7695631161396,971.5326816663944,9632.311655674184,578.2038919230454,5141.800570637572,943.758794704049,,653.0121957383327,,917.141503607715,3630.5300383279814,3987.0387863222095,4005.095533217434,5272.710975783823,1493.7766423629196,3349.07152543929,530.4882106107686,751.0196771324978,968.2776304381206,3645.754662834992,1133.5719305029074,,979.080332159511,4487.9885080866125,7139.768401955102,5017.214856317945,3845.295471208082,696.0386237446348,5915.957454424282,860.3071193173197,1017.2981135730928,7470.919763035782,6254.89110759034,549.9264158862536,3304.237852876316,4651.511659487887,4671.604135998325,524.4749177525968,5890.3895778019905,726.7565616538108,,1037.0518015628472,3508.3278935266812,801.6717501909666,857.9412917554549,4531.406708090694,750.9124889677506,715.0880102797148,734.3633606032374,824.2392363365655
M046,,497.4551380848796,4847.249327567667,2889.0595993433076,,,320.72558579642913,3887.6792135265346,414.53576956731,3067.6923058467705,4091.1094647523273,502.2932932326803,4516.428518972946,401.1583234609291,5131.181513826355,352.7832779600392,3451.278884752165,412.5872402755628,4456.42551842602,444.51505785003985,2561.769443749439,2626.313595841907,3522.8679098815046,2707.039001596221,902.247984766579,2410.819005129859,285.4181611237963,397.6491841010863,630.2480452958381,2093.696555193864,522.5218656652573,385.28484317613675,568.2957801274874,3378.383816509575,6252.018612656236,3335.2082000649084,4225.400048620744,372.2520971105253,3094.9746106508233,507.9516327770218,615.119277559753,4644.238426535449,3189.8360888845905,291.05186669709826,1775.809542542916,3026.1776099568165,2832.4292346200086,,4046.179012766829,360.85817309595853,416.0602463737924,,2672.227984730973,388.46138782405563,449.6338333557223,4059.014730347282,523.0079603236371,406.7376806161718,287.9496220447341,526.6259700947833
M047,2541.7154559902337,437.17945353728015,2839.8283609766218,2366.7838056275195,475.7757422678175,2319.556210568783,338.6271470726677,2920.9118431129923,453.5196295395492,3110.5511234226683,2177.808196610668,491.4983450804674,4279.262970208765,427.7336782046787,2922.706939993606,476.39116456367395,2404.903111288176,446.12448891079686,4092.736562156644,612.6805069339963,2367.7834783380977,1797.2331349531773,2841.2454389682,2826.888900098775,731.579287672601,1862.758977719277,376.8856385429117,423.4148978253095,534.9653024301202,1487.9311490917842,546.6287014240374,504.621864059773,577.8566245991227,2175.80984740796,2370.3356007166603,2916.7533317905763,3633.7321355557265,450.4705418430051,3067.1438516031835,490.7278637071063,646.3627986714853,3678.8006449442514,2487.790495974766,366.6847568030159,1875.3084372751516,2903.867665936628,2545.578250696838,377.15306213750654,3139.094294918217,409.73297937577746,427.1084340781446,639.5018111809683,1942.4293995245794,378.172673879038,551.7577835994824,3169.345676254402,401.4385531057165,442.07936662930734,378.6935459072311,398.2503877573339
M048,,601.2916109376702,4139.7144869115855,,697.365612442611,3318.7295869655095,375.64031226283294,5383.291903743761,802.4365068462045,3438.0045218663977,3428.6085397380516,738.1260979452061,6019.256271287551,601.5937977084,4645.543603216659,603.9830815115221,4429.406732282486,612.8622936882746,4623.473315157783,638.5313984579522,4423.810842038115,3771.7821879923786,5083.149742340664,4854.360044591094,1087.4756135000248,2843.719025071661,570.1910728261262,649.3636965735133,939.8835979158365,,814.5622988351205,816.6098625750602,695.1403331400819,4066.248886908224,4380.358251352211,3909.225976543727,,571.762761360778,4050.6962800358124,772.3900468882458,619.2407402406591,5522.5888877202715,3693.2449437072096,469.746853348978,3115.698201170996,3788.358895203936,3327.179628645784,522.2253359038202,5865.485776795055,373.8183962480813,534.6785863539604,774.4928153908426,3398.0372693404606,457.4801127847067,804.9226239579617,3583.7521982709013,876.40514873682,546.9754439840059,584.4711554396749,463.37401651442167
M049,6117.340066981142,749.1754327062724,8847.072665737094,5562.4346911495095,699.8423538279555,6439.208065291282,648.2063666218509,7039.191337879305,632.3218488242557,6477.574519615723,5413.782295261265,588.2459805208191,11266.870111005443,585.5817109522716,7636.061272535715,651.4539830378606,6889.406904678093,588.0781064948907,8877.35346711124,694.5280216956295,4820.347542293479,5561.759721965665,6481.6908928543035,7302.161212410186,1239.094619205085,3679.0238941036564,418.85843219984775,735.943867843755,1020.8301502249531,2930.2270968294783,903.0686014703616,615.425768751478,621.1882193692311,7119.931786982843,7311.714784441514,6865.575808172743,,764.6132299906226,9378.356253350334,808.4619939046701,850.8312346573771,6503.877697858371,7241.465303390824,429.02468741703564,5474.798490422259,6412.526331861824,5208.786951055233,422.6170240617346,7282.483762230707,475.0425555900429,682.7622001095604,666.8968405426979,5327.820963012514,806.9994295770565,814.5296320614507,7511.4003420811405,737.5083574932335,566.0329057295022,504.40310448399697,529.3507171005164
M050,4006.4650878729976,402.2285003457593,3516.5965520267,,472.1384437454377,2135.039653063901,324.88508641128203,4822.148506807566,402.7525564045481,4425.603420500624,2466.0138993083942,557.4892888695974,6294.934471379467,341.4458188685947,3019.7973367894215,431.1693131164928,4420.288305323046,447.6940528645481,5614.239505427012,762.6537225587782,3024.637900934039,2581.8327232123243,3757.0100568617368,4156.531974882805,767.5903589546119,1872.32766950744,285.0402486446441,,574.4977360914811,2299.0086543637763,627.2372316651383,,505.88243785658403,4274.969133800511,4865.658272649393,4062.225249874582,4675.921305514356,370.289422165377,4160.429219221285,419.257473540786,513.7728591382031,3662.0291447827817,3814.6809699208716,340.35784378579626,,4047.406387489422,3944.981018813803,237.7850162664158,3853.399468486611,381.3824502539174,412.250461128669,619.4481113932696,3141.1576631832895,356.91014414335916,,4008.985005454752,355.27588165353114,280.15041356817926,277.1094706445279,405.7870645849682
M051,,1146.363924731048,822.8303503429179,2573.817984223671,3749.288504164507,756.9506399182143,1161.163691042259,3560.96436493201,4110.077722759764,853.4300667992237,690.128249286066,4178.622696999333,5231.173134876703,3045.30364542815,643.7048464401946,963.5263143094074,4501.651970715741,734.1960424105179,3124.327087658969,758.027427742348,2980.2653850120496,813.3443775409288,689.4135376719355,3637.0825294489,3791.40243893216,792.450598124197,3657.6961876150676,1031.0850121250621,4954.992513265407,511.7630437172826,3621.832265531008,958.4873706940282,1203.2017244268282,5970.190648641631,4325.346290437363,1021.4529098342523,3180.1585919275226,379.7397887858923,926.3055351537421,,637.949281002331,1174.0002614594478,524.4897866984928,,3612.147424045991,2460.010798982586,3737.105172979685,708.6392373916,1045.3466514771094,3926.0324598869233,980.4722888866664,2401.5357085041733,4563.724169242087,2603.289742334713,1255.4074737711624,4525.029021305694,5500.798223693454,715.6218790425129,873.8850785359332,695.6520484388151
M052,3221.550084406652,763.9579037083286,486.1680501646753,2513.8663817366732,2498.474353945498,516.3210400744002,679.7913061461599,,2222.4131703181306,568.5521528694213,890.1476289826442,3045.8693963953597,,3226.1583244792105,636.3716368607396,687.9275566603717,2504.6314552857007,361.25280005798965,3027.52001475486,761.0053090239617,2610.7345402466945,674.37053020374,724.5044745403003,3582.8312181181855,4432.442006610594,597.4263670089732,2744.145554164218,749.5474418348782,3809.914853808266,564.5544547544484,2796.0495067149736,622.8406361522,691.7570183615837,3852.095958423071,3277.014217242895,883.0284302288851,3294.7416250863944,424.6834719749153,642.2439916501419,2208.0576444700814,556.3017949402463,740.2272283877621,753.9640239393718,3066.805251403104,2327.563069071324,3633.254679329593,1852.1796466380026,654.1844036240818,955.5863122082959,3664.0043924710553,641.4715495098358,2412.244273211935,2392.973331459799,2420.269031722705,670.5413688303474,3600.0200988435927,4133.312315738601,301.01369522216936,832.1553421245566,660.234934314797
M053,3764.7877803012257,1003.7670569082376,709.7306548451851,3950.733664311105,4609.969011280007,774.251024936156,815.758489449864,3988.96544705,3110.765882813618,1134.9312518977003,769.8874313254751,3998.9141176798425,4622.588594774351,,692.0220688218234,1206.0459867675715,3532.5869945046143,690.9531579112123,2808.458654209684,913.58434798573,2084.2949514854336,997.4966632332831,694.4566188321618,2777.0491999334554,3257.624975747524,645.0095402266463,3923.198087804169,,2600.307241852227,,2659.326145296201,687.7947508806909,1139.2198144529243,3260.9937746372616,2858.6058802895723,926.7116197613834,2667.6777731465963,691.3538671129577,1189.3304346197262,3984.9909992325374,1012.2516224304153,1227.9866885034714,,5969.2934051181755,2507.1082926679283,2940.687014822872,2106.380915848421,1009.060709246868,909.9197231724415,5419.115743647324,644.3926558835943,2702.4870970253146,3649.378884068823,3988.284348480204,960.7499651347717,2196.5288370693547,3205.285376796169,696.0887210225171,610.0280654026765,746.9559615184717
M054,4506.0528329516865,1806.599361330305,1432.6463437531545,2963.5425192364005,3519.4279836224314,999.717006717332,1335.6359470509062,7154.253197455151,2886.3272310203356,1449.3561031237314,1638.8621750303816,6443.5328577782375,5839.333511946715,5179.484543595515,1471.6307960617148,1654.9774478320132,4486.450327676674,1298.0905083174014,3550.6550785852914,1082.2530346039819,,1223.6827481998987,1183.3889366573121,4083.759278560958,3557.9357484310863,1390.0829557839193,,1874.5873193032317,4806.107767565443,945.2514130498446,3976.8508356931616,1323.861989242662,2166.117778710194,3090.9386081227094,3473.5184768757294,1429.6982705586006,2986.932782346407,1142.1348806777994,1170.2302953052504,6121.335088749823,907.0565944087815,1841.3868466412455,1984.3651201618814,4743.937658410823,5529.10870478082,4599.25521431983,3652.635974621111,774.6049549437628,1147.8059638553002,4933.874807525769,1053.870664207916,3247.192636846139,3031.7565966482302,,1400.0866988630792,5387.318025145406,6742.120530312766,793.2007371959526,,732.0177529812663
M055,5362.874450884663,919.3959655732607,851.8108475511475,3309.893405362136,3101.717084797263,,959.5927634336498,3526.7539745679323,3144.4059941837263,822.0781435457088,919.6965359541867,3199.581001871321,2647.4186920421207,3384.9973551441126,625.7170167996313,1446.936723044598,2530.5918194970586,812.4365990019853,3020.3031612055856,917.7576665099812,3720.532074591384,1096.2166151558165,602.6647156404366,3171.1860287261575,3591.976279898039,870.3107207829099,3493.8125197269815,,3935.5280574967924,975.5196754239633,4398.6844876750665,916.005538143772,1573.8774090415536,3983.70985169903,3364.463994071497,757.6361223273532,3063.245378054745,787.6235751529241,765.2251380182912,4994.689041320332,570.729918368799,1266.7662146362813,899.187840940075,3946.4375436872497,3052.939412251865,3570.0680880968916,,520.317361213175,1103.076698975567,5049.018018881942,941.8505399618249,3143.131930860053,3610.349200616317,3145.927170129466,1015.1972043961704,3811.2715322292634,3093.757138659186,525.7998414099873,785.4169701754014,
M056,5739.153173715767,1050.0218783380865,623.565666261367,2351.8563941058724,4041.038892410715,939.3980099283173,594.703882679706,2401.029016666763,2078.029796803759,609.2047874402682,978.7208787335028,2919.97575641057,3634.0446041039672,1738.3901709103156,517.4248858713772,1800.5899026378643,1630.0929763137717,649.1579715551998,1900.8659212349928,716.3065341374369,2543.040112956482,,592.6025907684929,4317.339737397124,3223.834388125046,808.6515785638028,2206.208377843116,926.0520918548833,4138.465175272986,724.5534066033142,3302.2037942569987,910.1118746340819,896.5511779979885,2077.8748309938373,3105.445477867125,1125.4046147145436,3628.58125671289,640.2298798370056,639.7771144429511,3402.1289771319725,689.7727016503301,,635.7253845893568,2405.143755869886,2895.4615989841727,2174.569185326442,2204.3243192508457,489.45285567693793,988.1708627760394,4099.483402053869,742.7751092220103,2113.486895706832,2209.412503599844,,711.7723616211556,3580.529140416657,2895.7969588968,592.510908605853,803.551413578429,811.387129817759
M057,,,321.8067953323486,1923.9749988559352,2806.183813583632,504.1765442285043,587.7864902146722,2650.457413959324,1604.238699368837,614.736031935651,716.452915873539,3639.797718340426,2174.366324819085,2214.2695468664174,332.8480664776531,730.7962120168307,1774.6133673658449,635.1455554104649,,522.3672108314255,1858.0816663014134,494.4010477476311,561.8106790376809,3458.3753027610933,2070.230584976077,625.5302427885197,,959.3107402925972,2867.6400294881746,260.94234383407536,2586.9385618006436,418.1090189182445,631.8853859448992,2588.6359302303085,2631.576702193235,600.321999784468,2598.3766599005257,533.9460353084795,573.8738303336172,3237.5241583375278,429.33949183917144,633.9310855617717,435.4468551278535,2754.274458492572,2834.9497299052764,2109.664712232495,1759.4530842942645,700.7030816245646,804.0588301498723,2474.213363278362,608.9985563779178,1507.4949359114926,2059.4353563680274,2342.6013360612687,503.9172020506308,4108.777726321708,3690.7986173531044,635.9269795555995,661.2450927554489,451.066500235211
M058,3444.754596972869,1117.6451918203595,675.9649485774471,2993.1773596806966,3883.777080728603,868.2786145861612,1080.6626590679925,5436.612151559166,2177.547811403949,963.0443900685863,1132.3893268001723,4612.7595449066885,,4936.777256022225,595.3879156130022,1085.9498897566773,3184.8602330895296,668.4376081170233,3499.3251307185506,,4229.868172765547,1141.0418767391493,688.407454856212,4113.831052739021,5465.702658907606,624.7070388497534,4481.696570604916,566.1437510198452,5740.891638136804,972.7087959991799,3946.7589283132224,637.2876579524245,1202.5622477249829,4417.346020980756,3793.3188619364387,768.1697189491939,3714.4780301982714,793.290388088756,946.7526673730474,3925.3230357517486,604.3981681083351,,795.9847012167623,4901.034245989472,3840.0836608092554,4391.4308520408085,,725.7268984684066,1026.973470465109,,902.8535941072813,3698.164020203876,5329.305816324797,,979.3586816923381,4863.373627680552,5897.555333271653,654.1510267086533,690.782917598048,669.6687914333746
